month,total.total,timeRange.start,timeRange.end
2005-04-08T00:00:00.000Z,41075,2005-04-08T00:00:00.000Z,2005-04-09T00:00:00.000Z
2005-04-09T00:00:00.000Z,39705,2005-04-09T00:00:00.000Z,2005-04-10T00:00:00.000Z
2005-04-10T00:00:00.000Z,42033,2005-04-10T00:00:00.000Z,2005-04-11T00:00:00.000Z
2005-04-11T00:00:00.000Z,44144,2005-04-11T00:00:00.000Z,2005-04-12T00:00:00.000Z
2005-04-12T00:00:00.000Z,43974,2005-04-12T00:00:00.000Z,2005-04-13T00:00:00.000Z
2005-04-13T00:00:00.000Z,47319,2005-04-13T00:00:00.000Z,2005-04-14T00:00:00.000Z
2005-04-14T00:00:00.000Z,44248,2005-04-14T00:00:00.000Z,2005-04-15T00:00:00.000Z
2005-04-15T00:00:00.000Z,45844,2005-04-15T00:00:00.000Z,2005-04-16T00:00:00.000Z
2005-04-16T00:00:00.000Z,40264,2005-04-16T00:00:00.000Z,2005-04-17T00:00:00.000Z
2005-04-17T00:00:00.000Z,41949,2005-04-17T00:00:00.000Z,2005-04-18T00:00:00.000Z
2005-04-18T00:00:00.000Z,44095,2005-04-18T00:00:00.000Z,2005-04-19T00:00:00.000Z
2005-04-19T00:00:00.000Z,42945,2005-04-19T00:00:00.000Z,2005-04-20T00:00:00.000Z
2005-04-20T00:00:00.000Z,46358,2005-04-20T00:00:00.000Z,2005-04-21T00:00:00.000Z
2005-04-21T00:00:00.000Z,48635,2005-04-21T00:00:00.000Z,2005-04-22T00:00:00.000Z
2005-04-22T00:00:00.000Z,46402,2005-04-22T00:00:00.000Z,2005-04-23T00:00:00.000Z
2005-04-23T00:00:00.000Z,43674,2005-04-23T00:00:00.000Z,2005-04-24T00:00:00.000Z
2005-04-24T00:00:00.000Z,40057,2005-04-24T00:00:00.000Z,2005-04-25T00:00:00.000Z
2005-04-25T00:00:00.000Z,44817,2005-04-25T00:00:00.000Z,2005-04-26T00:00:00.000Z
2005-04-26T00:00:00.000Z,43005,2005-04-26T00:00:00.000Z,2005-04-27T00:00:00.000Z
2005-04-27T00:00:00.000Z,45602,2005-04-27T00:00:00.000Z,2005-04-28T00:00:00.000Z
2005-04-28T00:00:00.000Z,43186,2005-04-28T00:00:00.000Z,2005-04-29T00:00:00.000Z
2005-04-29T00:00:00.000Z,45622,2005-04-29T00:00:00.000Z,2005-04-30T00:00:00.000Z
2005-04-30T00:00:00.000Z,57323,2005-04-30T00:00:00.000Z,2005-05-01T00:00:00.000Z
2005-05-01T00:00:00.000Z,52653,2005-05-01T00:00:00.000Z,2005-05-02T00:00:00.000Z
2005-05-02T00:00:00.000Z,43477,2005-05-02T00:00:00.000Z,2005-05-03T00:00:00.000Z
2005-05-03T00:00:00.000Z,43712,2005-05-03T00:00:00.000Z,2005-05-04T00:00:00.000Z
2005-05-04T00:00:00.000Z,43509,2005-05-04T00:00:00.000Z,2005-05-05T00:00:00.000Z
2005-05-05T00:00:00.000Z,44453,2005-05-05T00:00:00.000Z,2005-05-06T00:00:00.000Z
2005-05-06T00:00:00.000Z,41507,2005-05-06T00:00:00.000Z,2005-05-07T00:00:00.000Z
2005-05-07T00:00:00.000Z,41098,2005-05-07T00:00:00.000Z,2005-05-08T00:00:00.000Z
2005-05-08T00:00:00.000Z,41827,2005-05-08T00:00:00.000Z,2005-05-09T00:00:00.000Z
2005-05-09T00:00:00.000Z,40370,2005-05-09T00:00:00.000Z,2005-05-10T00:00:00.000Z
2005-05-10T00:00:00.000Z,41213,2005-05-10T00:00:00.000Z,2005-05-11T00:00:00.000Z
2005-05-11T00:00:00.000Z,48839,2005-05-11T00:00:00.000Z,2005-05-12T00:00:00.000Z
2005-05-12T00:00:00.000Z,48224,2005-05-12T00:00:00.000Z,2005-05-13T00:00:00.000Z
2005-05-13T00:00:00.000Z,40536,2005-05-13T00:00:00.000Z,2005-05-14T00:00:00.000Z
2005-05-14T00:00:00.000Z,42616,2005-05-14T00:00:00.000Z,2005-05-15T00:00:00.000Z
2005-05-15T00:00:00.000Z,41690,2005-05-15T00:00:00.000Z,2005-05-16T00:00:00.000Z
2005-05-16T00:00:00.000Z,46231,2005-05-16T00:00:00.000Z,2005-05-17T00:00:00.000Z
2005-05-17T00:00:00.000Z,46659,2005-05-17T00:00:00.000Z,2005-05-18T00:00:00.000Z
2005-05-18T00:00:00.000Z,44853,2005-05-18T00:00:00.000Z,2005-05-19T00:00:00.000Z
2005-05-19T00:00:00.000Z,44193,2005-05-19T00:00:00.000Z,2005-05-20T00:00:00.000Z
2005-05-20T00:00:00.000Z,46821,2005-05-20T00:00:00.000Z,2005-05-21T00:00:00.000Z
2005-05-21T00:00:00.000Z,40703,2005-05-21T00:00:00.000Z,2005-05-22T00:00:00.000Z
2005-05-22T00:00:00.000Z,40195,2005-05-22T00:00:00.000Z,2005-05-23T00:00:00.000Z
2005-05-23T00:00:00.000Z,46518,2005-05-23T00:00:00.000Z,2005-05-24T00:00:00.000Z
2005-05-24T00:00:00.000Z,49758,2005-05-24T00:00:00.000Z,2005-05-25T00:00:00.000Z
2005-05-25T00:00:00.000Z,49234,2005-05-25T00:00:00.000Z,2005-05-26T00:00:00.000Z
2005-05-26T00:00:00.000Z,48202,2005-05-26T00:00:00.000Z,2005-05-27T00:00:00.000Z
2005-05-27T00:00:00.000Z,44820,2005-05-27T00:00:00.000Z,2005-05-28T00:00:00.000Z
2005-05-28T00:00:00.000Z,37860,2005-05-28T00:00:00.000Z,2005-05-29T00:00:00.000Z
2005-05-29T00:00:00.000Z,41215,2005-05-29T00:00:00.000Z,2005-05-30T00:00:00.000Z
2005-05-30T00:00:00.000Z,41052,2005-05-30T00:00:00.000Z,2005-05-31T00:00:00.000Z
2005-05-31T00:00:00.000Z,41170,2005-05-31T00:00:00.000Z,2005-06-01T00:00:00.000Z
2005-06-01T00:00:00.000Z,43419,2005-06-01T00:00:00.000Z,2005-06-02T00:00:00.000Z
2005-06-02T00:00:00.000Z,54282,2005-06-02T00:00:00.000Z,2005-06-03T00:00:00.000Z
2005-06-03T00:00:00.000Z,51469,2005-06-03T00:00:00.000Z,2005-06-04T00:00:00.000Z
2005-06-04T00:00:00.000Z,49123,2005-06-04T00:00:00.000Z,2005-06-05T00:00:00.000Z
2005-06-05T00:00:00.000Z,49359,2005-06-05T00:00:00.000Z,2005-06-06T00:00:00.000Z
2005-06-06T00:00:00.000Z,51264,2005-06-06T00:00:00.000Z,2005-06-07T00:00:00.000Z
2005-06-07T00:00:00.000Z,29741,2005-06-07T00:00:00.000Z,2005-06-08T00:00:00.000Z
2005-06-08T00:00:00.000Z,50484,2005-06-08T00:00:00.000Z,2005-06-09T00:00:00.000Z
2005-06-09T00:00:00.000Z,48793,2005-06-09T00:00:00.000Z,2005-06-10T00:00:00.000Z
2005-06-10T00:00:00.000Z,45540,2005-06-10T00:00:00.000Z,2005-06-11T00:00:00.000Z
2005-06-11T00:00:00.000Z,40732,2005-06-11T00:00:00.000Z,2005-06-12T00:00:00.000Z
2005-06-12T00:00:00.000Z,45233,2005-06-12T00:00:00.000Z,2005-06-13T00:00:00.000Z
2005-06-13T00:00:00.000Z,54456,2005-06-13T00:00:00.000Z,2005-06-14T00:00:00.000Z
2005-06-14T00:00:00.000Z,56765,2005-06-14T00:00:00.000Z,2005-06-15T00:00:00.000Z
2005-06-15T00:00:00.000Z,55782,2005-06-15T00:00:00.000Z,2005-06-16T00:00:00.000Z
2005-06-16T00:00:00.000Z,54590,2005-06-16T00:00:00.000Z,2005-06-17T00:00:00.000Z
2005-06-17T00:00:00.000Z,53915,2005-06-17T00:00:00.000Z,2005-06-18T00:00:00.000Z
2005-06-18T00:00:00.000Z,45280,2005-06-18T00:00:00.000Z,2005-06-19T00:00:00.000Z
2005-06-19T00:00:00.000Z,49943,2005-06-19T00:00:00.000Z,2005-06-20T00:00:00.000Z
2005-06-20T00:00:00.000Z,57000,2005-06-20T00:00:00.000Z,2005-06-21T00:00:00.000Z
2005-06-21T00:00:00.000Z,58765,2005-06-21T00:00:00.000Z,2005-06-22T00:00:00.000Z
2005-06-22T00:00:00.000Z,58386,2005-06-22T00:00:00.000Z,2005-06-23T00:00:00.000Z
2005-06-23T00:00:00.000Z,60580,2005-06-23T00:00:00.000Z,2005-06-24T00:00:00.000Z
2005-06-24T00:00:00.000Z,58779,2005-06-24T00:00:00.000Z,2005-06-25T00:00:00.000Z
2005-06-25T00:00:00.000Z,51975,2005-06-25T00:00:00.000Z,2005-06-26T00:00:00.000Z
2005-06-26T00:00:00.000Z,50349,2005-06-26T00:00:00.000Z,2005-06-27T00:00:00.000Z
2005-06-27T00:00:00.000Z,11735,2005-06-27T00:00:00.000Z,2005-06-28T00:00:00.000Z
2005-06-28T00:00:00.000Z,58553,2005-06-28T00:00:00.000Z,2005-06-29T00:00:00.000Z
2005-06-29T00:00:00.000Z,56694,2005-06-29T00:00:00.000Z,2005-06-30T00:00:00.000Z
2005-06-30T00:00:00.000Z,56641,2005-06-30T00:00:00.000Z,2005-07-01T00:00:00.000Z
2005-07-01T00:00:00.000Z,52559,2005-07-01T00:00:00.000Z,2005-07-02T00:00:00.000Z
2005-07-02T00:00:00.000Z,47158,2005-07-02T00:00:00.000Z,2005-07-03T00:00:00.000Z
2005-07-03T00:00:00.000Z,51228,2005-07-03T00:00:00.000Z,2005-07-04T00:00:00.000Z
2005-07-04T00:00:00.000Z,53726,2005-07-04T00:00:00.000Z,2005-07-05T00:00:00.000Z
2005-07-05T00:00:00.000Z,58630,2005-07-05T00:00:00.000Z,2005-07-06T00:00:00.000Z
2005-07-06T00:00:00.000Z,60020,2005-07-06T00:00:00.000Z,2005-07-07T00:00:00.000Z
2005-07-07T00:00:00.000Z,60040,2005-07-07T00:00:00.000Z,2005-07-08T00:00:00.000Z
2005-07-08T00:00:00.000Z,61171,2005-07-08T00:00:00.000Z,2005-07-09T00:00:00.000Z
2005-07-09T00:00:00.000Z,57299,2005-07-09T00:00:00.000Z,2005-07-10T00:00:00.000Z
2005-07-10T00:00:00.000Z,57748,2005-07-10T00:00:00.000Z,2005-07-11T00:00:00.000Z
2005-07-11T00:00:00.000Z,64373,2005-07-11T00:00:00.000Z,2005-07-12T00:00:00.000Z
2005-07-12T00:00:00.000Z,62072,2005-07-12T00:00:00.000Z,2005-07-13T00:00:00.000Z
2005-07-13T00:00:00.000Z,62518,2005-07-13T00:00:00.000Z,2005-07-14T00:00:00.000Z
2005-07-14T00:00:00.000Z,64729,2005-07-14T00:00:00.000Z,2005-07-15T00:00:00.000Z
2005-07-15T00:00:00.000Z,64379,2005-07-15T00:00:00.000Z,2005-07-16T00:00:00.000Z
2005-07-16T00:00:00.000Z,52701,2005-07-16T00:00:00.000Z,2005-07-17T00:00:00.000Z
2005-07-17T00:00:00.000Z,55048,2005-07-17T00:00:00.000Z,2005-07-18T00:00:00.000Z
2005-07-18T00:00:00.000Z,59637,2005-07-18T00:00:00.000Z,2005-07-19T00:00:00.000Z
2005-07-19T00:00:00.000Z,65035,2005-07-19T00:00:00.000Z,2005-07-20T00:00:00.000Z
2005-07-20T00:00:00.000Z,67787,2005-07-20T00:00:00.000Z,2005-07-21T00:00:00.000Z
2005-07-21T00:00:00.000Z,64028,2005-07-21T00:00:00.000Z,2005-07-22T00:00:00.000Z
2005-07-22T00:00:00.000Z,62280,2005-07-22T00:00:00.000Z,2005-07-23T00:00:00.000Z
2005-07-23T00:00:00.000Z,58136,2005-07-23T00:00:00.000Z,2005-07-24T00:00:00.000Z
2005-07-24T00:00:00.000Z,53808,2005-07-24T00:00:00.000Z,2005-07-25T00:00:00.000Z
2005-07-25T00:00:00.000Z,61683,2005-07-25T00:00:00.000Z,2005-07-26T00:00:00.000Z
2005-07-26T00:00:00.000Z,61514,2005-07-26T00:00:00.000Z,2005-07-27T00:00:00.000Z
2005-07-27T00:00:00.000Z,62659,2005-07-27T00:00:00.000Z,2005-07-28T00:00:00.000Z
2005-07-28T00:00:00.000Z,61003,2005-07-28T00:00:00.000Z,2005-07-29T00:00:00.000Z
2005-07-29T00:00:00.000Z,60346,2005-07-29T00:00:00.000Z,2005-07-30T00:00:00.000Z
2005-07-30T00:00:00.000Z,54440,2005-07-30T00:00:00.000Z,2005-07-31T00:00:00.000Z
2005-07-31T00:00:00.000Z,55543,2005-07-31T00:00:00.000Z,2005-08-01T00:00:00.000Z
2005-08-01T00:00:00.000Z,59279,2005-08-01T00:00:00.000Z,2005-08-02T00:00:00.000Z
2005-08-02T00:00:00.000Z,61619,2005-08-02T00:00:00.000Z,2005-08-03T00:00:00.000Z
2005-08-03T00:00:00.000Z,65251,2005-08-03T00:00:00.000Z,2005-08-04T00:00:00.000Z
2005-08-04T00:00:00.000Z,64242,2005-08-04T00:00:00.000Z,2005-08-05T00:00:00.000Z
2005-08-05T00:00:00.000Z,64915,2005-08-05T00:00:00.000Z,2005-08-06T00:00:00.000Z
2005-08-06T00:00:00.000Z,56796,2005-08-06T00:00:00.000Z,2005-08-07T00:00:00.000Z
2005-08-07T00:00:00.000Z,59094,2005-08-07T00:00:00.000Z,2005-08-08T00:00:00.000Z
2005-08-08T00:00:00.000Z,65103,2005-08-08T00:00:00.000Z,2005-08-09T00:00:00.000Z
2005-08-09T00:00:00.000Z,65531,2005-08-09T00:00:00.000Z,2005-08-10T00:00:00.000Z
2005-08-10T00:00:00.000Z,68026,2005-08-10T00:00:00.000Z,2005-08-11T00:00:00.000Z
2005-08-11T00:00:00.000Z,69936,2005-08-11T00:00:00.000Z,2005-08-12T00:00:00.000Z
2005-08-12T00:00:00.000Z,65898,2005-08-12T00:00:00.000Z,2005-08-13T00:00:00.000Z
2005-08-13T00:00:00.000Z,58972,2005-08-13T00:00:00.000Z,2005-08-14T00:00:00.000Z
2005-08-14T00:00:00.000Z,62582,2005-08-14T00:00:00.000Z,2005-08-15T00:00:00.000Z
2005-08-15T00:00:00.000Z,63993,2005-08-15T00:00:00.000Z,2005-08-16T00:00:00.000Z
2005-08-16T00:00:00.000Z,66981,2005-08-16T00:00:00.000Z,2005-08-17T00:00:00.000Z
2005-08-17T00:00:00.000Z,64480,2005-08-17T00:00:00.000Z,2005-08-18T00:00:00.000Z
2005-08-18T00:00:00.000Z,63864,2005-08-18T00:00:00.000Z,2005-08-19T00:00:00.000Z
2005-08-19T00:00:00.000Z,62691,2005-08-19T00:00:00.000Z,2005-08-20T00:00:00.000Z
2005-08-20T00:00:00.000Z,57371,2005-08-20T00:00:00.000Z,2005-08-21T00:00:00.000Z
2005-08-21T00:00:00.000Z,60200,2005-08-21T00:00:00.000Z,2005-08-22T00:00:00.000Z
2005-08-22T00:00:00.000Z,65410,2005-08-22T00:00:00.000Z,2005-08-23T00:00:00.000Z
2005-08-23T00:00:00.000Z,69157,2005-08-23T00:00:00.000Z,2005-08-24T00:00:00.000Z
2005-08-24T00:00:00.000Z,67845,2005-08-24T00:00:00.000Z,2005-08-25T00:00:00.000Z
2005-08-25T00:00:00.000Z,68910,2005-08-25T00:00:00.000Z,2005-08-26T00:00:00.000Z
2005-08-26T00:00:00.000Z,66103,2005-08-26T00:00:00.000Z,2005-08-27T00:00:00.000Z
2005-08-27T00:00:00.000Z,59441,2005-08-27T00:00:00.000Z,2005-08-28T00:00:00.000Z
2005-08-28T00:00:00.000Z,59858,2005-08-28T00:00:00.000Z,2005-08-29T00:00:00.000Z
2005-08-29T00:00:00.000Z,65764,2005-08-29T00:00:00.000Z,2005-08-30T00:00:00.000Z
2005-08-30T00:00:00.000Z,65591,2005-08-30T00:00:00.000Z,2005-08-31T00:00:00.000Z
2005-08-31T00:00:00.000Z,67072,2005-08-31T00:00:00.000Z,2005-09-01T00:00:00.000Z
2005-09-01T00:00:00.000Z,66233,2005-09-01T00:00:00.000Z,2005-09-02T00:00:00.000Z
2005-09-02T00:00:00.000Z,62402,2005-09-02T00:00:00.000Z,2005-09-03T00:00:00.000Z
2005-09-03T00:00:00.000Z,63241,2005-09-03T00:00:00.000Z,2005-09-04T00:00:00.000Z
2005-09-04T00:00:00.000Z,65135,2005-09-04T00:00:00.000Z,2005-09-05T00:00:00.000Z
2005-09-05T00:00:00.000Z,66959,2005-09-05T00:00:00.000Z,2005-09-06T00:00:00.000Z
2005-09-06T00:00:00.000Z,67601,2005-09-06T00:00:00.000Z,2005-09-07T00:00:00.000Z
2005-09-07T00:00:00.000Z,62409,2005-09-07T00:00:00.000Z,2005-09-08T00:00:00.000Z
2005-09-08T00:00:00.000Z,61165,2005-09-08T00:00:00.000Z,2005-09-09T00:00:00.000Z
2005-09-09T00:00:00.000Z,58718,2005-09-09T00:00:00.000Z,2005-09-10T00:00:00.000Z
2005-09-10T00:00:00.000Z,55679,2005-09-10T00:00:00.000Z,2005-09-11T00:00:00.000Z
2005-09-11T00:00:00.000Z,55762,2005-09-11T00:00:00.000Z,2005-09-12T00:00:00.000Z
2005-09-12T00:00:00.000Z,53710,2005-09-12T00:00:00.000Z,2005-09-13T00:00:00.000Z
2005-09-13T00:00:00.000Z,52764,2005-09-13T00:00:00.000Z,2005-09-14T00:00:00.000Z
2005-09-14T00:00:00.000Z,50457,2005-09-14T00:00:00.000Z,2005-09-15T00:00:00.000Z
2005-09-15T00:00:00.000Z,57031,2005-09-15T00:00:00.000Z,2005-09-16T00:00:00.000Z
2005-09-16T00:00:00.000Z,48048,2005-09-16T00:00:00.000Z,2005-09-17T00:00:00.000Z
2005-09-17T00:00:00.000Z,45553,2005-09-17T00:00:00.000Z,2005-09-18T00:00:00.000Z
2005-09-18T00:00:00.000Z,61192,2005-09-18T00:00:00.000Z,2005-09-19T00:00:00.000Z
2005-09-19T00:00:00.000Z,57128,2005-09-19T00:00:00.000Z,2005-09-20T00:00:00.000Z
2005-09-20T00:00:00.000Z,69172,2005-09-20T00:00:00.000Z,2005-09-21T00:00:00.000Z
2005-09-21T00:00:00.000Z,66117,2005-09-21T00:00:00.000Z,2005-09-22T00:00:00.000Z
2005-09-22T00:00:00.000Z,69705,2005-09-22T00:00:00.000Z,2005-09-23T00:00:00.000Z
2005-09-23T00:00:00.000Z,72428,2005-09-23T00:00:00.000Z,2005-09-24T00:00:00.000Z
2005-09-24T00:00:00.000Z,66292,2005-09-24T00:00:00.000Z,2005-09-25T00:00:00.000Z
2005-09-25T00:00:00.000Z,75859,2005-09-25T00:00:00.000Z,2005-09-26T00:00:00.000Z
2005-09-26T00:00:00.000Z,73138,2005-09-26T00:00:00.000Z,2005-09-27T00:00:00.000Z
2005-09-27T00:00:00.000Z,69872,2005-09-27T00:00:00.000Z,2005-09-28T00:00:00.000Z
2005-09-28T00:00:00.000Z,67597,2005-09-28T00:00:00.000Z,2005-09-29T00:00:00.000Z
2005-09-29T00:00:00.000Z,73457,2005-09-29T00:00:00.000Z,2005-09-30T00:00:00.000Z
2005-09-30T00:00:00.000Z,71764,2005-09-30T00:00:00.000Z,2005-10-01T00:00:00.000Z
2005-10-01T00:00:00.000Z,68524,2005-10-01T00:00:00.000Z,2005-10-02T00:00:00.000Z
2005-10-02T00:00:00.000Z,73322,2005-10-02T00:00:00.000Z,2005-10-03T00:00:00.000Z
2005-10-03T00:00:00.000Z,72245,2005-10-03T00:00:00.000Z,2005-10-04T00:00:00.000Z
2005-10-04T00:00:00.000Z,73427,2005-10-04T00:00:00.000Z,2005-10-05T00:00:00.000Z
2005-10-05T00:00:00.000Z,73256,2005-10-05T00:00:00.000Z,2005-10-06T00:00:00.000Z
2005-10-06T00:00:00.000Z,68999,2005-10-06T00:00:00.000Z,2005-10-07T00:00:00.000Z
2005-10-07T00:00:00.000Z,74027,2005-10-07T00:00:00.000Z,2005-10-08T00:00:00.000Z
2005-10-08T00:00:00.000Z,68452,2005-10-08T00:00:00.000Z,2005-10-09T00:00:00.000Z
2005-10-09T00:00:00.000Z,55828,2005-10-09T00:00:00.000Z,2005-10-10T00:00:00.000Z
2005-10-10T00:00:00.000Z,65859,2005-10-10T00:00:00.000Z,2005-10-11T00:00:00.000Z
2005-10-11T00:00:00.000Z,68985,2005-10-11T00:00:00.000Z,2005-10-12T00:00:00.000Z
2005-10-12T00:00:00.000Z,65333,2005-10-12T00:00:00.000Z,2005-10-13T00:00:00.000Z
2005-10-13T00:00:00.000Z,67165,2005-10-13T00:00:00.000Z,2005-10-14T00:00:00.000Z
2005-10-14T00:00:00.000Z,66626,2005-10-14T00:00:00.000Z,2005-10-15T00:00:00.000Z
2005-10-15T00:00:00.000Z,65777,2005-10-15T00:00:00.000Z,2005-10-16T00:00:00.000Z
2005-10-16T00:00:00.000Z,66187,2005-10-16T00:00:00.000Z,2005-10-17T00:00:00.000Z
2005-10-17T00:00:00.000Z,74907,2005-10-17T00:00:00.000Z,2005-10-18T00:00:00.000Z
2005-10-18T00:00:00.000Z,78297,2005-10-18T00:00:00.000Z,2005-10-19T00:00:00.000Z
2005-10-19T00:00:00.000Z,78467,2005-10-19T00:00:00.000Z,2005-10-20T00:00:00.000Z
2005-10-20T00:00:00.000Z,79525,2005-10-20T00:00:00.000Z,2005-10-21T00:00:00.000Z
2005-10-21T00:00:00.000Z,78679,2005-10-21T00:00:00.000Z,2005-10-22T00:00:00.000Z
2005-10-22T00:00:00.000Z,72245,2005-10-22T00:00:00.000Z,2005-10-23T00:00:00.000Z
2005-10-23T00:00:00.000Z,76125,2005-10-23T00:00:00.000Z,2005-10-24T00:00:00.000Z
2005-10-24T00:00:00.000Z,69753,2005-10-24T00:00:00.000Z,2005-10-25T00:00:00.000Z
2005-10-25T00:00:00.000Z,76288,2005-10-25T00:00:00.000Z,2005-10-26T00:00:00.000Z
2005-10-26T00:00:00.000Z,76686,2005-10-26T00:00:00.000Z,2005-10-27T00:00:00.000Z
2005-10-27T00:00:00.000Z,77968,2005-10-27T00:00:00.000Z,2005-10-28T00:00:00.000Z
2005-10-28T00:00:00.000Z,77354,2005-10-28T00:00:00.000Z,2005-10-29T00:00:00.000Z
2005-10-29T00:00:00.000Z,71472,2005-10-29T00:00:00.000Z,2005-10-30T00:00:00.000Z
2005-10-30T00:00:00.000Z,81675,2005-10-30T00:00:00.000Z,2005-10-31T00:00:00.000Z
2005-10-31T00:00:00.000Z,82270,2005-10-31T00:00:00.000Z,2005-11-01T00:00:00.000Z
2005-11-01T00:00:00.000Z,83881,2005-11-01T00:00:00.000Z,2005-11-02T00:00:00.000Z
2005-11-02T00:00:00.000Z,74831,2005-11-02T00:00:00.000Z,2005-11-03T00:00:00.000Z
2005-11-03T00:00:00.000Z,82913,2005-11-03T00:00:00.000Z,2005-11-04T00:00:00.000Z
2005-11-04T00:00:00.000Z,89360,2005-11-04T00:00:00.000Z,2005-11-05T00:00:00.000Z
2005-11-05T00:00:00.000Z,74596,2005-11-05T00:00:00.000Z,2005-11-06T00:00:00.000Z
2005-11-06T00:00:00.000Z,73030,2005-11-06T00:00:00.000Z,2005-11-07T00:00:00.000Z
2005-11-07T00:00:00.000Z,82015,2005-11-07T00:00:00.000Z,2005-11-08T00:00:00.000Z
2005-11-08T00:00:00.000Z,88352,2005-11-08T00:00:00.000Z,2005-11-09T00:00:00.000Z
2005-11-09T00:00:00.000Z,86710,2005-11-09T00:00:00.000Z,2005-11-10T00:00:00.000Z
2005-11-10T00:00:00.000Z,90242,2005-11-10T00:00:00.000Z,2005-11-11T00:00:00.000Z
2005-11-11T00:00:00.000Z,84940,2005-11-11T00:00:00.000Z,2005-11-12T00:00:00.000Z
2005-11-12T00:00:00.000Z,76265,2005-11-12T00:00:00.000Z,2005-11-13T00:00:00.000Z
2005-11-13T00:00:00.000Z,80835,2005-11-13T00:00:00.000Z,2005-11-14T00:00:00.000Z
2005-11-14T00:00:00.000Z,81057,2005-11-14T00:00:00.000Z,2005-11-15T00:00:00.000Z
2005-11-15T00:00:00.000Z,95815,2005-11-15T00:00:00.000Z,2005-11-16T00:00:00.000Z
2005-11-16T00:00:00.000Z,81900,2005-11-16T00:00:00.000Z,2005-11-17T00:00:00.000Z
2005-11-17T00:00:00.000Z,73852,2005-11-17T00:00:00.000Z,2005-11-18T00:00:00.000Z
2005-11-18T00:00:00.000Z,68938,2005-11-18T00:00:00.000Z,2005-11-19T00:00:00.000Z
2005-11-19T00:00:00.000Z,68219,2005-11-19T00:00:00.000Z,2005-11-20T00:00:00.000Z
2005-11-20T00:00:00.000Z,67543,2005-11-20T00:00:00.000Z,2005-11-21T00:00:00.000Z
2005-11-21T00:00:00.000Z,67170,2005-11-21T00:00:00.000Z,2005-11-22T00:00:00.000Z
2005-11-22T00:00:00.000Z,64921,2005-11-22T00:00:00.000Z,2005-11-23T00:00:00.000Z
2005-11-23T00:00:00.000Z,67584,2005-11-23T00:00:00.000Z,2005-11-24T00:00:00.000Z
2005-11-24T00:00:00.000Z,65220,2005-11-24T00:00:00.000Z,2005-11-25T00:00:00.000Z
2005-11-25T00:00:00.000Z,67044,2005-11-25T00:00:00.000Z,2005-11-26T00:00:00.000Z
2005-11-26T00:00:00.000Z,69698,2005-11-26T00:00:00.000Z,2005-11-27T00:00:00.000Z
2005-11-27T00:00:00.000Z,84478,2005-11-27T00:00:00.000Z,2005-11-28T00:00:00.000Z
2005-11-28T00:00:00.000Z,93089,2005-11-28T00:00:00.000Z,2005-11-29T00:00:00.000Z
2005-11-29T00:00:00.000Z,91455,2005-11-29T00:00:00.000Z,2005-11-30T00:00:00.000Z
2005-11-30T00:00:00.000Z,91598,2005-11-30T00:00:00.000Z,2005-12-01T00:00:00.000Z
2005-12-01T00:00:00.000Z,95558,2005-12-01T00:00:00.000Z,2005-12-02T00:00:00.000Z
2005-12-02T00:00:00.000Z,93495,2005-12-02T00:00:00.000Z,2005-12-03T00:00:00.000Z
2005-12-03T00:00:00.000Z,81245,2005-12-03T00:00:00.000Z,2005-12-04T00:00:00.000Z
2005-12-04T00:00:00.000Z,90770,2005-12-04T00:00:00.000Z,2005-12-05T00:00:00.000Z
2005-12-05T00:00:00.000Z,99669,2005-12-05T00:00:00.000Z,2005-12-06T00:00:00.000Z
2005-12-06T00:00:00.000Z,113708,2005-12-06T00:00:00.000Z,2005-12-07T00:00:00.000Z
2005-12-07T00:00:00.000Z,107747,2005-12-07T00:00:00.000Z,2005-12-08T00:00:00.000Z
2005-12-08T00:00:00.000Z,105705,2005-12-08T00:00:00.000Z,2005-12-09T00:00:00.000Z
2005-12-09T00:00:00.000Z,104390,2005-12-09T00:00:00.000Z,2005-12-10T00:00:00.000Z
2005-12-10T00:00:00.000Z,89526,2005-12-10T00:00:00.000Z,2005-12-11T00:00:00.000Z
2005-12-11T00:00:00.000Z,97956,2005-12-11T00:00:00.000Z,2005-12-12T00:00:00.000Z
2005-12-12T00:00:00.000Z,117172,2005-12-12T00:00:00.000Z,2005-12-13T00:00:00.000Z
2005-12-13T00:00:00.000Z,124445,2005-12-13T00:00:00.000Z,2005-12-14T00:00:00.000Z
2005-12-14T00:00:00.000Z,120210,2005-12-14T00:00:00.000Z,2005-12-15T00:00:00.000Z
2005-12-15T00:00:00.000Z,125841,2005-12-15T00:00:00.000Z,2005-12-16T00:00:00.000Z
2005-12-16T00:00:00.000Z,116105,2005-12-16T00:00:00.000Z,2005-12-17T00:00:00.000Z
2005-12-17T00:00:00.000Z,100036,2005-12-17T00:00:00.000Z,2005-12-18T00:00:00.000Z
2005-12-18T00:00:00.000Z,102479,2005-12-18T00:00:00.000Z,2005-12-19T00:00:00.000Z
2005-12-19T00:00:00.000Z,112296,2005-12-19T00:00:00.000Z,2005-12-20T00:00:00.000Z
2005-12-20T00:00:00.000Z,119946,2005-12-20T00:00:00.000Z,2005-12-21T00:00:00.000Z
2005-12-21T00:00:00.000Z,113150,2005-12-21T00:00:00.000Z,2005-12-22T00:00:00.000Z
