month,total.total,timeRange.start,timeRange.end
2017-01-04T00:00:00.000Z,163584,2017-01-04T00:00:00.000Z,2017-01-05T00:00:00.000Z
2017-01-05T00:00:00.000Z,155732,2017-01-05T00:00:00.000Z,2017-01-06T00:00:00.000Z
2017-01-06T00:00:00.000Z,155984,2017-01-06T00:00:00.000Z,2017-01-07T00:00:00.000Z
2017-01-07T00:00:00.000Z,155666,2017-01-07T00:00:00.000Z,2017-01-08T00:00:00.000Z
2017-01-08T00:00:00.000Z,176941,2017-01-08T00:00:00.000Z,2017-01-09T00:00:00.000Z
2017-01-09T00:00:00.000Z,174812,2017-01-09T00:00:00.000Z,2017-01-10T00:00:00.000Z
2017-01-10T00:00:00.000Z,166689,2017-01-10T00:00:00.000Z,2017-01-11T00:00:00.000Z
2017-01-11T00:00:00.000Z,155101,2017-01-11T00:00:00.000Z,2017-01-12T00:00:00.000Z
2017-01-12T00:00:00.000Z,168844,2017-01-12T00:00:00.000Z,2017-01-13T00:00:00.000Z
2017-01-13T00:00:00.000Z,175978,2017-01-13T00:00:00.000Z,2017-01-14T00:00:00.000Z
2017-01-14T00:00:00.000Z,154266,2017-01-14T00:00:00.000Z,2017-01-15T00:00:00.000Z
2017-01-15T00:00:00.000Z,158673,2017-01-15T00:00:00.000Z,2017-01-16T00:00:00.000Z
2017-01-16T00:00:00.000Z,156332,2017-01-16T00:00:00.000Z,2017-01-17T00:00:00.000Z
2017-01-17T00:00:00.000Z,150407,2017-01-17T00:00:00.000Z,2017-01-18T00:00:00.000Z
2017-01-18T00:00:00.000Z,163579,2017-01-18T00:00:00.000Z,2017-01-19T00:00:00.000Z
2017-01-19T00:00:00.000Z,164513,2017-01-19T00:00:00.000Z,2017-01-20T00:00:00.000Z
2017-01-20T00:00:00.000Z,155852,2017-01-20T00:00:00.000Z,2017-01-21T00:00:00.000Z
2017-01-21T00:00:00.000Z,140832,2017-01-21T00:00:00.000Z,2017-01-22T00:00:00.000Z
2017-01-22T00:00:00.000Z,158308,2017-01-22T00:00:00.000Z,2017-01-23T00:00:00.000Z
2017-01-23T00:00:00.000Z,175129,2017-01-23T00:00:00.000Z,2017-01-24T00:00:00.000Z
2017-01-24T00:00:00.000Z,162084,2017-01-24T00:00:00.000Z,2017-01-25T00:00:00.000Z
2017-01-25T00:00:00.000Z,152597,2017-01-25T00:00:00.000Z,2017-01-26T00:00:00.000Z
2017-01-26T00:00:00.000Z,156413,2017-01-26T00:00:00.000Z,2017-01-27T00:00:00.000Z
2017-01-27T00:00:00.000Z,147848,2017-01-27T00:00:00.000Z,2017-01-28T00:00:00.000Z
2017-01-28T00:00:00.000Z,146196,2017-01-28T00:00:00.000Z,2017-01-29T00:00:00.000Z
2017-01-29T00:00:00.000Z,173464,2017-01-29T00:00:00.000Z,2017-01-30T00:00:00.000Z
2017-01-30T00:00:00.000Z,172355,2017-01-30T00:00:00.000Z,2017-01-31T00:00:00.000Z
2017-01-31T00:00:00.000Z,189111,2017-01-31T00:00:00.000Z,2017-02-01T00:00:00.000Z
2017-02-01T00:00:00.000Z,176299,2017-02-01T00:00:00.000Z,2017-02-02T00:00:00.000Z
2017-02-02T00:00:00.000Z,161509,2017-02-02T00:00:00.000Z,2017-02-03T00:00:00.000Z
2017-02-03T00:00:00.000Z,170545,2017-02-03T00:00:00.000Z,2017-02-04T00:00:00.000Z
2017-02-04T00:00:00.000Z,155192,2017-02-04T00:00:00.000Z,2017-02-05T00:00:00.000Z
2017-02-05T00:00:00.000Z,168623,2017-02-05T00:00:00.000Z,2017-02-06T00:00:00.000Z
2017-02-06T00:00:00.000Z,158204,2017-02-06T00:00:00.000Z,2017-02-07T00:00:00.000Z
2017-02-07T00:00:00.000Z,173459,2017-02-07T00:00:00.000Z,2017-02-08T00:00:00.000Z
2017-02-08T00:00:00.000Z,167744,2017-02-08T00:00:00.000Z,2017-02-09T00:00:00.000Z
2017-02-09T00:00:00.000Z,166378,2017-02-09T00:00:00.000Z,2017-02-10T00:00:00.000Z
2017-02-10T00:00:00.000Z,161571,2017-02-10T00:00:00.000Z,2017-02-11T00:00:00.000Z
2017-02-11T00:00:00.000Z,167052,2017-02-11T00:00:00.000Z,2017-02-12T00:00:00.000Z
2017-02-12T00:00:00.000Z,188860,2017-02-12T00:00:00.000Z,2017-02-13T00:00:00.000Z
2017-02-13T00:00:00.000Z,175203,2017-02-13T00:00:00.000Z,2017-02-14T00:00:00.000Z
2017-02-14T00:00:00.000Z,161486,2017-02-14T00:00:00.000Z,2017-02-15T00:00:00.000Z
2017-02-15T00:00:00.000Z,162236,2017-02-15T00:00:00.000Z,2017-02-16T00:00:00.000Z
2017-02-16T00:00:00.000Z,166316,2017-02-16T00:00:00.000Z,2017-02-17T00:00:00.000Z
2017-02-17T00:00:00.000Z,160793,2017-02-17T00:00:00.000Z,2017-02-18T00:00:00.000Z
2017-02-18T00:00:00.000Z,158346,2017-02-18T00:00:00.000Z,2017-02-19T00:00:00.000Z
2017-02-19T00:00:00.000Z,161999,2017-02-19T00:00:00.000Z,2017-02-20T00:00:00.000Z
2017-02-20T00:00:00.000Z,167918,2017-02-20T00:00:00.000Z,2017-02-21T00:00:00.000Z
2017-02-21T00:00:00.000Z,165425,2017-02-21T00:00:00.000Z,2017-02-22T00:00:00.000Z
2017-02-22T00:00:00.000Z,161915,2017-02-22T00:00:00.000Z,2017-02-23T00:00:00.000Z
2017-02-23T00:00:00.000Z,162623,2017-02-23T00:00:00.000Z,2017-02-24T00:00:00.000Z
2017-02-24T00:00:00.000Z,165104,2017-02-24T00:00:00.000Z,2017-02-25T00:00:00.000Z
2017-02-25T00:00:00.000Z,156578,2017-02-25T00:00:00.000Z,2017-02-26T00:00:00.000Z
2017-02-26T00:00:00.000Z,163679,2017-02-26T00:00:00.000Z,2017-02-27T00:00:00.000Z
2017-02-27T00:00:00.000Z,162038,2017-02-27T00:00:00.000Z,2017-02-28T00:00:00.000Z
2017-02-28T00:00:00.000Z,163174,2017-02-28T00:00:00.000Z,2017-03-01T00:00:00.000Z
2017-03-01T00:00:00.000Z,157993,2017-03-01T00:00:00.000Z,2017-03-02T00:00:00.000Z
2017-03-02T00:00:00.000Z,159130,2017-03-02T00:00:00.000Z,2017-03-03T00:00:00.000Z
2017-03-03T00:00:00.000Z,158086,2017-03-03T00:00:00.000Z,2017-03-04T00:00:00.000Z
2017-03-04T00:00:00.000Z,164174,2017-03-04T00:00:00.000Z,2017-03-05T00:00:00.000Z
2017-03-05T00:00:00.000Z,168174,2017-03-05T00:00:00.000Z,2017-03-06T00:00:00.000Z
2017-03-06T00:00:00.000Z,168959,2017-03-06T00:00:00.000Z,2017-03-07T00:00:00.000Z
2017-03-07T00:00:00.000Z,163823,2017-03-07T00:00:00.000Z,2017-03-08T00:00:00.000Z
2017-03-08T00:00:00.000Z,167693,2017-03-08T00:00:00.000Z,2017-03-09T00:00:00.000Z
2017-03-09T00:00:00.000Z,149730,2017-03-09T00:00:00.000Z,2017-03-10T00:00:00.000Z
2017-03-10T00:00:00.000Z,156865,2017-03-10T00:00:00.000Z,2017-03-11T00:00:00.000Z
2017-03-11T00:00:00.000Z,163844,2017-03-11T00:00:00.000Z,2017-03-12T00:00:00.000Z
2017-03-12T00:00:00.000Z,165881,2017-03-12T00:00:00.000Z,2017-03-13T00:00:00.000Z
2017-03-13T00:00:00.000Z,162687,2017-03-13T00:00:00.000Z,2017-03-14T00:00:00.000Z
2017-03-14T00:00:00.000Z,163077,2017-03-14T00:00:00.000Z,2017-03-15T00:00:00.000Z
2017-03-15T00:00:00.000Z,153461,2017-03-15T00:00:00.000Z,2017-03-16T00:00:00.000Z
2017-03-16T00:00:00.000Z,148407,2017-03-16T00:00:00.000Z,2017-03-17T00:00:00.000Z
2017-03-17T00:00:00.000Z,154188,2017-03-17T00:00:00.000Z,2017-03-18T00:00:00.000Z
2017-03-18T00:00:00.000Z,149978,2017-03-18T00:00:00.000Z,2017-03-19T00:00:00.000Z
2017-03-19T00:00:00.000Z,153468,2017-03-19T00:00:00.000Z,2017-03-20T00:00:00.000Z
2017-03-20T00:00:00.000Z,157230,2017-03-20T00:00:00.000Z,2017-03-21T00:00:00.000Z
2017-03-21T00:00:00.000Z,166869,2017-03-21T00:00:00.000Z,2017-03-22T00:00:00.000Z
2017-03-22T00:00:00.000Z,164294,2017-03-22T00:00:00.000Z,2017-03-23T00:00:00.000Z
2017-03-23T00:00:00.000Z,169246,2017-03-23T00:00:00.000Z,2017-03-24T00:00:00.000Z
2017-03-24T00:00:00.000Z,161969,2017-03-24T00:00:00.000Z,2017-03-25T00:00:00.000Z
2017-03-25T00:00:00.000Z,164226,2017-03-25T00:00:00.000Z,2017-03-26T00:00:00.000Z
2017-03-26T00:00:00.000Z,161227,2017-03-26T00:00:00.000Z,2017-03-27T00:00:00.000Z
2017-03-27T00:00:00.000Z,160151,2017-03-27T00:00:00.000Z,2017-03-28T00:00:00.000Z
2017-03-28T00:00:00.000Z,162075,2017-03-28T00:00:00.000Z,2017-03-29T00:00:00.000Z
2017-03-29T00:00:00.000Z,155629,2017-03-29T00:00:00.000Z,2017-03-30T00:00:00.000Z
2017-03-30T00:00:00.000Z,148224,2017-03-30T00:00:00.000Z,2017-03-31T00:00:00.000Z
2017-03-31T00:00:00.000Z,146304,2017-03-31T00:00:00.000Z,2017-04-01T00:00:00.000Z
2017-04-01T00:00:00.000Z,150091,2017-04-01T00:00:00.000Z,2017-04-02T00:00:00.000Z
2017-04-02T00:00:00.000Z,156551,2017-04-02T00:00:00.000Z,2017-04-03T00:00:00.000Z
2017-04-03T00:00:00.000Z,179754,2017-04-03T00:00:00.000Z,2017-04-04T00:00:00.000Z
2017-04-04T00:00:00.000Z,153519,2017-04-04T00:00:00.000Z,2017-04-05T00:00:00.000Z
2017-04-05T00:00:00.000Z,158918,2017-04-05T00:00:00.000Z,2017-04-06T00:00:00.000Z
2017-04-06T00:00:00.000Z,152946,2017-04-06T00:00:00.000Z,2017-04-07T00:00:00.000Z
2017-04-07T00:00:00.000Z,148578,2017-04-07T00:00:00.000Z,2017-04-08T00:00:00.000Z
2017-04-08T00:00:00.000Z,135219,2017-04-08T00:00:00.000Z,2017-04-09T00:00:00.000Z
2017-04-09T00:00:00.000Z,147245,2017-04-09T00:00:00.000Z,2017-04-10T00:00:00.000Z
2017-04-10T00:00:00.000Z,156791,2017-04-10T00:00:00.000Z,2017-04-11T00:00:00.000Z
2017-04-11T00:00:00.000Z,146626,2017-04-11T00:00:00.000Z,2017-04-12T00:00:00.000Z
2017-04-12T00:00:00.000Z,142295,2017-04-12T00:00:00.000Z,2017-04-13T00:00:00.000Z
2017-04-13T00:00:00.000Z,142062,2017-04-13T00:00:00.000Z,2017-04-14T00:00:00.000Z
2017-04-14T00:00:00.000Z,144554,2017-04-14T00:00:00.000Z,2017-04-15T00:00:00.000Z
2017-04-15T00:00:00.000Z,143371,2017-04-15T00:00:00.000Z,2017-04-16T00:00:00.000Z
2017-04-16T00:00:00.000Z,150733,2017-04-16T00:00:00.000Z,2017-04-17T00:00:00.000Z
2017-04-17T00:00:00.000Z,160876,2017-04-17T00:00:00.000Z,2017-04-18T00:00:00.000Z
2017-04-18T00:00:00.000Z,153171,2017-04-18T00:00:00.000Z,2017-04-19T00:00:00.000Z
2017-04-19T00:00:00.000Z,160099,2017-04-19T00:00:00.000Z,2017-04-20T00:00:00.000Z
2017-04-20T00:00:00.000Z,152690,2017-04-20T00:00:00.000Z,2017-04-21T00:00:00.000Z
2017-04-21T00:00:00.000Z,148099,2017-04-21T00:00:00.000Z,2017-04-22T00:00:00.000Z
2017-04-22T00:00:00.000Z,138087,2017-04-22T00:00:00.000Z,2017-04-23T00:00:00.000Z
2017-04-23T00:00:00.000Z,149236,2017-04-23T00:00:00.000Z,2017-04-24T00:00:00.000Z
2017-04-24T00:00:00.000Z,152693,2017-04-24T00:00:00.000Z,2017-04-25T00:00:00.000Z
2017-04-25T00:00:00.000Z,163016,2017-04-25T00:00:00.000Z,2017-04-26T00:00:00.000Z
2017-04-26T00:00:00.000Z,164612,2017-04-26T00:00:00.000Z,2017-04-27T00:00:00.000Z
2017-04-27T00:00:00.000Z,161103,2017-04-27T00:00:00.000Z,2017-04-28T00:00:00.000Z
2017-04-28T00:00:00.000Z,160797,2017-04-28T00:00:00.000Z,2017-04-29T00:00:00.000Z
2017-04-29T00:00:00.000Z,146015,2017-04-29T00:00:00.000Z,2017-04-30T00:00:00.000Z
2017-04-30T00:00:00.000Z,168217,2017-04-30T00:00:00.000Z,2017-05-01T00:00:00.000Z
2017-05-01T00:00:00.000Z,170040,2017-05-01T00:00:00.000Z,2017-05-02T00:00:00.000Z
2017-05-02T00:00:00.000Z,151107,2017-05-02T00:00:00.000Z,2017-05-03T00:00:00.000Z
2017-05-03T00:00:00.000Z,152266,2017-05-03T00:00:00.000Z,2017-05-04T00:00:00.000Z
2017-05-04T00:00:00.000Z,155541,2017-05-04T00:00:00.000Z,2017-05-05T00:00:00.000Z
2017-05-05T00:00:00.000Z,171092,2017-05-05T00:00:00.000Z,2017-05-06T00:00:00.000Z
2017-05-06T00:00:00.000Z,162186,2017-05-06T00:00:00.000Z,2017-05-07T00:00:00.000Z
2017-05-07T00:00:00.000Z,169346,2017-05-07T00:00:00.000Z,2017-05-08T00:00:00.000Z
2017-05-08T00:00:00.000Z,169728,2017-05-08T00:00:00.000Z,2017-05-09T00:00:00.000Z
2017-05-09T00:00:00.000Z,163600,2017-05-09T00:00:00.000Z,2017-05-10T00:00:00.000Z
2017-05-10T00:00:00.000Z,156867,2017-05-10T00:00:00.000Z,2017-05-11T00:00:00.000Z
2017-05-11T00:00:00.000Z,147111,2017-05-11T00:00:00.000Z,2017-05-12T00:00:00.000Z
2017-05-12T00:00:00.000Z,152094,2017-05-12T00:00:00.000Z,2017-05-13T00:00:00.000Z
2017-05-13T00:00:00.000Z,160449,2017-05-13T00:00:00.000Z,2017-05-14T00:00:00.000Z
2017-05-14T00:00:00.000Z,141593,2017-05-14T00:00:00.000Z,2017-05-15T00:00:00.000Z
2017-05-15T00:00:00.000Z,151067,2017-05-15T00:00:00.000Z,2017-05-16T00:00:00.000Z
2017-05-16T00:00:00.000Z,163676,2017-05-16T00:00:00.000Z,2017-05-17T00:00:00.000Z
2017-05-17T00:00:00.000Z,162676,2017-05-17T00:00:00.000Z,2017-05-18T00:00:00.000Z
2017-05-18T00:00:00.000Z,155647,2017-05-18T00:00:00.000Z,2017-05-19T00:00:00.000Z
2017-05-19T00:00:00.000Z,144624,2017-05-19T00:00:00.000Z,2017-05-20T00:00:00.000Z
2017-05-20T00:00:00.000Z,147019,2017-05-20T00:00:00.000Z,2017-05-21T00:00:00.000Z
2017-05-21T00:00:00.000Z,161054,2017-05-21T00:00:00.000Z,2017-05-22T00:00:00.000Z
2017-05-22T00:00:00.000Z,169250,2017-05-22T00:00:00.000Z,2017-05-23T00:00:00.000Z
2017-05-23T00:00:00.000Z,164397,2017-05-23T00:00:00.000Z,2017-05-24T00:00:00.000Z
2017-05-24T00:00:00.000Z,174681,2017-05-24T00:00:00.000Z,2017-05-25T00:00:00.000Z
2017-05-25T00:00:00.000Z,172735,2017-05-25T00:00:00.000Z,2017-05-26T00:00:00.000Z
2017-05-26T00:00:00.000Z,147524,2017-05-26T00:00:00.000Z,2017-05-27T00:00:00.000Z
2017-05-27T00:00:00.000Z,144778,2017-05-27T00:00:00.000Z,2017-05-28T00:00:00.000Z
2017-05-28T00:00:00.000Z,146634,2017-05-28T00:00:00.000Z,2017-05-29T00:00:00.000Z
2017-05-29T00:00:00.000Z,144975,2017-05-29T00:00:00.000Z,2017-05-30T00:00:00.000Z
2017-05-30T00:00:00.000Z,154461,2017-05-30T00:00:00.000Z,2017-05-31T00:00:00.000Z
2017-05-31T00:00:00.000Z,152348,2017-05-31T00:00:00.000Z,2017-06-01T00:00:00.000Z
2017-06-01T00:00:00.000Z,145851,2017-06-01T00:00:00.000Z,2017-06-02T00:00:00.000Z
2017-06-02T00:00:00.000Z,143983,2017-06-02T00:00:00.000Z,2017-06-03T00:00:00.000Z
2017-06-03T00:00:00.000Z,136026,2017-06-03T00:00:00.000Z,2017-06-04T00:00:00.000Z
2017-06-04T00:00:00.000Z,145508,2017-06-04T00:00:00.000Z,2017-06-05T00:00:00.000Z
2017-06-05T00:00:00.000Z,165795,2017-06-05T00:00:00.000Z,2017-06-06T00:00:00.000Z
2017-06-06T00:00:00.000Z,169949,2017-06-06T00:00:00.000Z,2017-06-07T00:00:00.000Z
2017-06-07T00:00:00.000Z,174119,2017-06-07T00:00:00.000Z,2017-06-08T00:00:00.000Z
2017-06-08T00:00:00.000Z,177226,2017-06-08T00:00:00.000Z,2017-06-09T00:00:00.000Z
2017-06-09T00:00:00.000Z,204833,2017-06-09T00:00:00.000Z,2017-06-10T00:00:00.000Z
2017-06-10T00:00:00.000Z,194888,2017-06-10T00:00:00.000Z,2017-06-11T00:00:00.000Z
2017-06-11T00:00:00.000Z,167721,2017-06-11T00:00:00.000Z,2017-06-12T00:00:00.000Z
2017-06-12T00:00:00.000Z,171790,2017-06-12T00:00:00.000Z,2017-06-13T00:00:00.000Z
2017-06-13T00:00:00.000Z,169364,2017-06-13T00:00:00.000Z,2017-06-14T00:00:00.000Z
2017-06-14T00:00:00.000Z,181564,2017-06-14T00:00:00.000Z,2017-06-15T00:00:00.000Z
2017-06-15T00:00:00.000Z,167863,2017-06-15T00:00:00.000Z,2017-06-16T00:00:00.000Z
2017-06-16T00:00:00.000Z,158500,2017-06-16T00:00:00.000Z,2017-06-17T00:00:00.000Z
2017-06-17T00:00:00.000Z,146802,2017-06-17T00:00:00.000Z,2017-06-18T00:00:00.000Z
2017-06-18T00:00:00.000Z,145330,2017-06-18T00:00:00.000Z,2017-06-19T00:00:00.000Z
2017-06-19T00:00:00.000Z,152083,2017-06-19T00:00:00.000Z,2017-06-20T00:00:00.000Z
2017-06-20T00:00:00.000Z,157288,2017-06-20T00:00:00.000Z,2017-06-21T00:00:00.000Z
2017-06-21T00:00:00.000Z,158279,2017-06-21T00:00:00.000Z,2017-06-22T00:00:00.000Z
2017-06-22T00:00:00.000Z,164712,2017-06-22T00:00:00.000Z,2017-06-23T00:00:00.000Z
2017-06-23T00:00:00.000Z,158721,2017-06-23T00:00:00.000Z,2017-06-24T00:00:00.000Z
2017-06-24T00:00:00.000Z,165430,2017-06-24T00:00:00.000Z,2017-06-25T00:00:00.000Z
2017-06-25T00:00:00.000Z,168409,2017-06-25T00:00:00.000Z,2017-06-26T00:00:00.000Z
2017-06-26T00:00:00.000Z,147076,2017-06-26T00:00:00.000Z,2017-06-27T00:00:00.000Z
2017-06-27T00:00:00.000Z,152065,2017-06-27T00:00:00.000Z,2017-06-28T00:00:00.000Z
2017-06-28T00:00:00.000Z,149262,2017-06-28T00:00:00.000Z,2017-06-29T00:00:00.000Z
2017-06-29T00:00:00.000Z,164212,2017-06-29T00:00:00.000Z,2017-06-30T00:00:00.000Z
2017-06-30T00:00:00.000Z,160220,2017-06-30T00:00:00.000Z,2017-07-01T00:00:00.000Z
2017-07-01T00:00:00.000Z,169335,2017-07-01T00:00:00.000Z,2017-07-02T00:00:00.000Z
2017-07-02T00:00:00.000Z,157176,2017-07-02T00:00:00.000Z,2017-07-03T00:00:00.000Z
2017-07-03T00:00:00.000Z,160296,2017-07-03T00:00:00.000Z,2017-07-04T00:00:00.000Z
2017-07-04T00:00:00.000Z,161532,2017-07-04T00:00:00.000Z,2017-07-05T00:00:00.000Z
2017-07-05T00:00:00.000Z,152456,2017-07-05T00:00:00.000Z,2017-07-06T00:00:00.000Z
2017-07-06T00:00:00.000Z,163540,2017-07-06T00:00:00.000Z,2017-07-07T00:00:00.000Z
2017-07-07T00:00:00.000Z,157494,2017-07-07T00:00:00.000Z,2017-07-08T00:00:00.000Z
2017-07-08T00:00:00.000Z,146198,2017-07-08T00:00:00.000Z,2017-07-09T00:00:00.000Z
2017-07-09T00:00:00.000Z,141387,2017-07-09T00:00:00.000Z,2017-07-10T00:00:00.000Z
2017-07-10T00:00:00.000Z,150213,2017-07-10T00:00:00.000Z,2017-07-11T00:00:00.000Z
2017-07-11T00:00:00.000Z,149091,2017-07-11T00:00:00.000Z,2017-07-12T00:00:00.000Z
2017-07-12T00:00:00.000Z,145300,2017-07-12T00:00:00.000Z,2017-07-13T00:00:00.000Z
2017-07-13T00:00:00.000Z,142230,2017-07-13T00:00:00.000Z,2017-07-14T00:00:00.000Z
2017-07-14T00:00:00.000Z,139170,2017-07-14T00:00:00.000Z,2017-07-15T00:00:00.000Z
2017-07-15T00:00:00.000Z,140956,2017-07-15T00:00:00.000Z,2017-07-16T00:00:00.000Z
2017-07-16T00:00:00.000Z,139613,2017-07-16T00:00:00.000Z,2017-07-17T00:00:00.000Z
2017-07-17T00:00:00.000Z,143849,2017-07-17T00:00:00.000Z,2017-07-18T00:00:00.000Z
2017-07-18T00:00:00.000Z,150868,2017-07-18T00:00:00.000Z,2017-07-19T00:00:00.000Z
2017-07-19T00:00:00.000Z,146998,2017-07-19T00:00:00.000Z,2017-07-20T00:00:00.000Z
2017-07-20T00:00:00.000Z,147168,2017-07-20T00:00:00.000Z,2017-07-21T00:00:00.000Z
2017-07-21T00:00:00.000Z,147526,2017-07-21T00:00:00.000Z,2017-07-22T00:00:00.000Z
2017-07-22T00:00:00.000Z,152478,2017-07-22T00:00:00.000Z,2017-07-23T00:00:00.000Z
2017-07-23T00:00:00.000Z,146739,2017-07-23T00:00:00.000Z,2017-07-24T00:00:00.000Z
2017-07-24T00:00:00.000Z,151567,2017-07-24T00:00:00.000Z,2017-07-25T00:00:00.000Z
2017-07-25T00:00:00.000Z,151377,2017-07-25T00:00:00.000Z,2017-07-26T00:00:00.000Z
2017-07-26T00:00:00.000Z,155432,2017-07-26T00:00:00.000Z,2017-07-27T00:00:00.000Z
2017-07-27T00:00:00.000Z,157653,2017-07-27T00:00:00.000Z,2017-07-28T00:00:00.000Z
2017-07-28T00:00:00.000Z,138520,2017-07-28T00:00:00.000Z,2017-07-29T00:00:00.000Z
2017-07-29T00:00:00.000Z,148784,2017-07-29T00:00:00.000Z,2017-07-30T00:00:00.000Z
2017-07-30T00:00:00.000Z,151891,2017-07-30T00:00:00.000Z,2017-07-31T00:00:00.000Z
2017-07-31T00:00:00.000Z,150713,2017-07-31T00:00:00.000Z,2017-08-01T00:00:00.000Z
2017-08-01T00:00:00.000Z,151727,2017-08-01T00:00:00.000Z,2017-08-02T00:00:00.000Z
2017-08-02T00:00:00.000Z,145701,2017-08-02T00:00:00.000Z,2017-08-03T00:00:00.000Z
2017-08-03T00:00:00.000Z,152903,2017-08-03T00:00:00.000Z,2017-08-04T00:00:00.000Z
2017-08-04T00:00:00.000Z,161970,2017-08-04T00:00:00.000Z,2017-08-05T00:00:00.000Z
2017-08-05T00:00:00.000Z,147896,2017-08-05T00:00:00.000Z,2017-08-06T00:00:00.000Z
2017-08-06T00:00:00.000Z,141345,2017-08-06T00:00:00.000Z,2017-08-07T00:00:00.000Z
2017-08-07T00:00:00.000Z,147345,2017-08-07T00:00:00.000Z,2017-08-08T00:00:00.000Z
2017-08-08T00:00:00.000Z,168121,2017-08-08T00:00:00.000Z,2017-08-09T00:00:00.000Z
2017-08-09T00:00:00.000Z,157934,2017-08-09T00:00:00.000Z,2017-08-10T00:00:00.000Z
2017-08-10T00:00:00.000Z,156405,2017-08-10T00:00:00.000Z,2017-08-11T00:00:00.000Z
2017-08-11T00:00:00.000Z,147881,2017-08-11T00:00:00.000Z,2017-08-12T00:00:00.000Z
2017-08-12T00:00:00.000Z,143438,2017-08-12T00:00:00.000Z,2017-08-13T00:00:00.000Z
2017-08-13T00:00:00.000Z,141630,2017-08-13T00:00:00.000Z,2017-08-14T00:00:00.000Z
2017-08-14T00:00:00.000Z,148199,2017-08-14T00:00:00.000Z,2017-08-15T00:00:00.000Z
2017-08-15T00:00:00.000Z,144234,2017-08-15T00:00:00.000Z,2017-08-16T00:00:00.000Z
2017-08-16T00:00:00.000Z,146603,2017-08-16T00:00:00.000Z,2017-08-17T00:00:00.000Z
2017-08-17T00:00:00.000Z,145335,2017-08-17T00:00:00.000Z,2017-08-18T00:00:00.000Z
2017-08-18T00:00:00.000Z,138877,2017-08-18T00:00:00.000Z,2017-08-19T00:00:00.000Z
2017-08-19T00:00:00.000Z,136115,2017-08-19T00:00:00.000Z,2017-08-20T00:00:00.000Z
2017-08-20T00:00:00.000Z,135573,2017-08-20T00:00:00.000Z,2017-08-21T00:00:00.000Z
2017-08-21T00:00:00.000Z,139090,2017-08-21T00:00:00.000Z,2017-08-22T00:00:00.000Z
2017-08-22T00:00:00.000Z,159676,2017-08-22T00:00:00.000Z,2017-08-23T00:00:00.000Z
2017-08-23T00:00:00.000Z,157066,2017-08-23T00:00:00.000Z,2017-08-24T00:00:00.000Z
2017-08-24T00:00:00.000Z,153295,2017-08-24T00:00:00.000Z,2017-08-25T00:00:00.000Z
2017-08-25T00:00:00.000Z,160527,2017-08-25T00:00:00.000Z,2017-08-26T00:00:00.000Z
2017-08-26T00:00:00.000Z,146774,2017-08-26T00:00:00.000Z,2017-08-27T00:00:00.000Z
2017-08-27T00:00:00.000Z,144038,2017-08-27T00:00:00.000Z,2017-08-28T00:00:00.000Z
2017-08-28T00:00:00.000Z,168185,2017-08-28T00:00:00.000Z,2017-08-29T00:00:00.000Z
2017-08-29T00:00:00.000Z,163010,2017-08-29T00:00:00.000Z,2017-08-30T00:00:00.000Z
2017-08-30T00:00:00.000Z,163870,2017-08-30T00:00:00.000Z,2017-08-31T00:00:00.000Z
2017-08-31T00:00:00.000Z,169627,2017-08-31T00:00:00.000Z,2017-09-01T00:00:00.000Z
2017-09-01T00:00:00.000Z,155875,2017-09-01T00:00:00.000Z,2017-09-02T00:00:00.000Z
2017-09-02T00:00:00.000Z,173498,2017-09-02T00:00:00.000Z,2017-09-03T00:00:00.000Z
2017-09-03T00:00:00.000Z,181193,2017-09-03T00:00:00.000Z,2017-09-04T00:00:00.000Z
2017-09-04T00:00:00.000Z,162441,2017-09-04T00:00:00.000Z,2017-09-05T00:00:00.000Z
2017-09-05T00:00:00.000Z,160778,2017-09-05T00:00:00.000Z,2017-09-06T00:00:00.000Z
2017-09-06T00:00:00.000Z,156805,2017-09-06T00:00:00.000Z,2017-09-07T00:00:00.000Z
2017-09-07T00:00:00.000Z,151581,2017-09-07T00:00:00.000Z,2017-09-08T00:00:00.000Z
2017-09-08T00:00:00.000Z,156997,2017-09-08T00:00:00.000Z,2017-09-09T00:00:00.000Z
2017-09-09T00:00:00.000Z,154147,2017-09-09T00:00:00.000Z,2017-09-10T00:00:00.000Z
2017-09-10T00:00:00.000Z,167337,2017-09-10T00:00:00.000Z,2017-09-11T00:00:00.000Z
2017-09-11T00:00:00.000Z,192056,2017-09-11T00:00:00.000Z,2017-09-12T00:00:00.000Z
2017-09-12T00:00:00.000Z,152642,2017-09-12T00:00:00.000Z,2017-09-13T00:00:00.000Z
2017-09-13T00:00:00.000Z,150917,2017-09-13T00:00:00.000Z,2017-09-14T00:00:00.000Z
2017-09-14T00:00:00.000Z,157233,2017-09-14T00:00:00.000Z,2017-09-15T00:00:00.000Z
2017-09-15T00:00:00.000Z,157805,2017-09-15T00:00:00.000Z,2017-09-16T00:00:00.000Z
2017-09-16T00:00:00.000Z,144276,2017-09-16T00:00:00.000Z,2017-09-17T00:00:00.000Z
2017-09-17T00:00:00.000Z,157933,2017-09-17T00:00:00.000Z,2017-09-18T00:00:00.000Z
2017-09-18T00:00:00.000Z,158777,2017-09-18T00:00:00.000Z,2017-09-19T00:00:00.000Z
